册,"cè","volume, book","hsk5"
测验,"cèyàn","test","hsk5"
曾经,"céngjīng","once","hsk5"
差距,"chājù","disparity; distance","hsk5"
产品,"chǎnpǐn","product","hsk5"
长途,"chángtú","Long-distance","hsk5"
抄,"chāo","copy","hsk5"
超级,"chāojí","super","hsk5"
朝,"cháo","towards","hsk5"
炒,"chǎo","fry","hsk5"
吵架,"chǎojià","quarrel","hsk5"
车厢,"chēxiāng","carriage","hsk5"
沉默,"chénmò","silent","hsk5"
称呼,"chēnghu","to address","hsk5"
承认,"chéngrèn","Admit","hsk5"
程度,"chéngdù","degree","hsk5"
成分,"chéngfèn","component","hsk5"
成果,"chéngguǒ","Achievements","hsk5"
成就,"chéngjiù","achievement","hsk5"
成熟,"chéngshú","mature","hsk5"
成长,"chéngzhǎng","Grow up","hsk5"
吃亏,"chīkuī","Suffer","hsk5"
迟早,"chízǎo","sooner or later","hsk5"
池塘,"chítáng","Pond","hsk5"
翅膀,"chìbǎng","Wing","hsk5"
充电器,"chōngdiànqì","Charger","hsk5"
充满,"chōngmǎn","full of","hsk5"
抽屉,"chōuti","drawer","hsk5"
臭,"chòu","smelly","hsk5"
出版,"chūbǎn","publish","hsk5"
出色,"chūsè","excellent; outstanding","hsk5"
初级,"chūjí","primary","hsk5"
传播,"chuánbō","spread","hsk5"
传说,"chuánshuō","Legend","hsk5"
窗帘,"chuānglián","Window curtains","hsk5"
创造,"chuàngzào","create","hsk5"
词汇,"cíhuì","vocabulary","hsk5"
辞职,"cízhí","Resignation","hsk5"
刺激,"cìjī","stimulate","hsk5"
从此,"cóngcǐ","from then on","hsk5"
从事,"cóngshì","Be engaged in","hsk5"
促进,"cùjìn","Promote","hsk5"
催,"cuī","Reminder, urge","hsk5"
存在,"cúnzài","existence","hsk5"
答应,"dāying","promise","hsk5"
达到,"dádào","Achieve","hsk5"
打交道,"dǎjiāodao","Dealing with","hsk5"
打喷嚏,"dǎpēntì","Sneeze","hsk5"
打听,"dǎting","Inquire","hsk5"
大方,"dàfang","generous","hsk5"
大型,"dàxíng","large","hsk5"
呆,"dāi","stay","hsk5"
代替,"dàitì","replace","hsk5"
贷款,"dàikuǎn","extend credit to; provide a loan","hsk5"
单纯,"dānchún","Simple","hsk5"
单独,"dāndú","Alone","hsk5"
单元,"dānyuán","unit","hsk5"
胆小鬼,"dǎnxiǎoguǐ","Coward","hsk5"
当地,"dāngdì","Local","hsk5"
当心,"dāngxīn","Watch out","hsk5"
挡,"dǎng","block","hsk5"
岛屿,"dǎoyǔ","Islands","hsk5"
导演,"dǎoyǎn","director","hsk5"
导致,"dǎozhì","cause","hsk5"
到达,"dàodá","Arrive","hsk5"
道德,"dàodé","Morality","hsk5"
等待,"děngdài","wait for","hsk5"
的确,"díquè","indeed; be certain to","hsk5"
地道,"dìdao","tunnel","hsk5"
地理,"dìlǐ","Geography","hsk5"
地区,"dìqū","region","hsk5"
地位,"dìwèi","status","hsk5"
点心,"diǎnxin","snack","hsk5"
电台,"diàntái","radio station","hsk5"
钓,"diào","Fishing","hsk5"
洞,"dòng","hole","hsk5"
豆腐,"dòufu","Bean curd","hsk5"
独立,"dúlì","Independent","hsk5"
断,"duàn","break","hsk5"
堆,"duī","heap","hsk5"
对方,"duìfāng","the other party","hsk5"
对象,"duìxiàng","object","hsk5"
兑换,"duìhuàn","exchange","hsk5"
蹲,"dūn","squat","hsk5"
多余,"duōyú","surplus","hsk5"
躲藏,"duǒcáng","Hide oneself","hsk5"
恶劣,"èliè","Adverse","hsk5"
耳环,"ěrhuán","Earrings","hsk5"
发愁,"fāchóu","To be worried","hsk5"
发抖,"fādǒu","Tremble","hsk5"
发明,"fāmíng","Invention","hsk5"
翻,"fān","Turn","hsk5"
反复,"fǎnfù","Repeatedly","hsk5"
反映,"fǎnyìng","reflect","hsk5"
方,"fāng","square","hsk5"
仿佛,"fǎngfú","as if","hsk5"
非,"fēi","wrong; non","hsk5"
废话,"fèihuà","Crap","hsk5"
分别,"fēnbié","part","hsk5"
分配,"fēnpèi","distribution","hsk5"
分析,"fēnxī","Analysis","hsk5"
纷纷,"fēnfēn","one after another","hsk5"
奋斗,"fèndòu","Struggle","hsk5"
风格,"fēnggé","style","hsk5"
风俗,"fēngsú","Customs","hsk5"
疯狂,"fēngkuáng","Insane","hsk5"
否定,"fǒudìng","negative","hsk5"
幅,"fú","classifier of picture","hsk5"
服装,"fúzhuāng","costume; dress","hsk5"
辅导,"fǔdǎo","Coach","hsk5"
妇女,"fùnǚ","Woman","hsk5"
改革,"gǎigé","reform","hsk5"
改善,"gǎishàn","Improve","hsk5"
盖,"gài","cover","hsk5"
概念,"gàiniàn","concept","hsk5"
干脆,"gāncuì","simply","hsk5"
干燥,"gānzào","Dry","hsk5"
感激,"gǎnjī","Appreciate","hsk5"
感受,"gǎnshòu","feel","hsk5"
赶紧,"gǎnjǐn","Quickly","hsk5"
钢铁,"gāngtiě","steel","hsk5"
高档,"gāodàng","High-grade","hsk5"
搞,"gǎo","get","hsk5"
格外,"géwài","especially","hsk5"
个别,"gèbié","individual","hsk5"
个性,"gèxìng","personality","hsk5"
根,"gēn","root","hsk5"
公布,"gōngbù","Publish","hsk5"
公元,"gōngyuán","A.D.","hsk5"
公主,"gōngzhǔ","princess","hsk5"
工程师,"gōngchéngshī","Engineer","hsk5"
工人,"gōngrén","Worker","hsk5"
恭喜,"gōngxǐ","congratulations","hsk5"
贡献,"gòngxiàn","contribution","hsk5"
构成,"gòuchéng","constitute","hsk5"
姑姑,"gūgu","aunt","hsk5"
古典,"gǔdiǎn","classical","hsk5"
鼓舞,"gǔwǔ","Inspire","hsk5"
股票,"gǔpiào","shares; stock","hsk5"
固定,"gùdìng","fixed","hsk5"
挂号,"guàhào","Register","hsk5"
拐弯,"guǎiwān","Turn","hsk5"
官,"guān","officer","hsk5"
关闭,"guānbì","close; shut","hsk5"
观点,"guāndiǎn","viewpoint","hsk5"
管子,"guǎnzi","pipe","hsk5"
光临,"guānglín","presence","hsk5"
光盘,"guāngpán","CD","hsk5"
广场,"guǎngchǎng","square","hsk5"
广泛,"guǎngfàn","widely","hsk5"
规矩,"guīju","Rules","hsk5"
规模,"guīmó","scale","hsk5"
归纳,"guīnà","Induce","hsk5"
柜台,"guìtái","Counter","hsk5"
锅,"guō","pot","hsk5"
国王,"guówáng","king","hsk5"
果然,"guǒrán","Sure enough","hsk5"
过分,"guòfèn","excessive","hsk5"
过期,"guòqī","Be overdue","hsk5"
哈,"hā","ah","hsk5"
海关,"hǎiguān","Customs","hsk5"
喊,"hǎn","shout","hsk5"
行业,"hángyè","industry","hsk5"
好客,"hàokè","Hospitable","hsk5"
和平,"hépíng","peace","hsk5"
何况,"hékuàng","Not to mention","hsk5"
合影,"héyǐng","Group photo","hsk5"
核心,"héxīn","core","hsk5"
后果,"hòuguǒ","Consequence","hsk5"
忽然,"hūrán","suddenly","hsk5"
呼吸,"hūxī","breathing","hsk5"
蝴蝶,"húdié","Butterfly","hsk5"
胡同,"hútòng","Hutong","hsk5"
华裔,"huáyì","Chinese born","hsk5"
滑,"huá","slippery","hsk5"
化学,"huàxué","Chemistry","hsk5"
缓解,"huǎnjiě","relieve","hsk5"
幻想,"huànxiǎng","fantasy","hsk5"
挥,"huī","Essential","hsk5"
灰尘,"huīchén","dust","hsk5"
恢复,"huīfù","recovery","hsk5"
汇率,"huìlǜ","exchange rate","hsk5"
婚姻,"hūnyīn","Marriage","hsk5"
火柴,"huǒchái","Match","hsk5"
激烈,"jīliè","fierce","hsk5"
肌肉,"jīròu","muscle","hsk5"
极其,"jíqí","extremely","hsk5"
集体,"jítǐ","collective","hsk5"
急忙,"jímáng","Hastily","hsk5"
记录,"jìlù","Record","hsk5"
计算,"jìsuàn","Calculation","hsk5"
系领带,"jìlǐngdài","wear a tie","hsk5"
纪律,"jìlǜ","discipline","hsk5"
寂寞,"jìmò","lonely","hsk5"
家庭,"jiātíng","Family","hsk5"
家乡,"jiāxiāng","Hometown","hsk5"
夹子,"jiāzi","Clip","hsk5"
假设,"jiǎshè","in case of","hsk5"
嫁,"jià","get married to","hsk5"
价值,"jiàzhí","value","hsk5"
肩膀,"jiānbǎng","shoulder","hsk5"
坚决,"jiānjué","firm, determined","hsk5"
艰巨,"jiānjù","arduous","hsk5"
兼职,"jiānzhí","Part-time job","hsk5"
简历,"jiǎnlì","resume","hsk5"
剪刀,"jiǎndāo","scissors","hsk5"
建立,"jiànlì","establish","hsk5"
讲究,"jiǎngjiu","Pay attention to; daintily","hsk5"
交际,"jiāojì","communication","hsk5"
胶水,"jiāoshuǐ","glue","hsk5"
狡猾,"jiǎohuá","cunning","hsk5"
教练,"jiàoliàn","coach","hsk5"
接触,"jiēchù","Contact","hsk5"
接近,"jiējìn","near","hsk5"
阶段,"jiēduàn","stage","hsk5"
戒指,"jièzhi","Ring","hsk5"
金属,"jīnshǔ","Metal","hsk5"
进口,"jìnkǒu","Imported","hsk5"
尽力,"jìnlì","Try the best","hsk5"
精力,"jīnglì","energy","hsk5"
经商,"jīngshāng","be in business; trade","hsk5"
经营,"jīngyíng","Management","hsk5"
酒吧,"jiǔbā","Bar","hsk5"
救护车,"jiùhùchē","Ambulance","hsk5"
居然,"jūrán","actually","hsk5"
具体,"jùtǐ","specific","hsk5"
俱乐部,"jùlèbù","Club","hsk5"
据说,"jùshuō","allegedly; it`s said","hsk5"
捐,"juān","Donate","hsk5"
决心,"juéxīn","Determination","hsk5"
角色,"juésè","role","hsk5"
均匀,"jūnyún","uniformity","hsk5"
卡车,"kǎchē","Truck","hsk5"
开发,"kāifā","Development","hsk5"
开幕式,"kāimùshì","The opening ceremony","hsk5"
看望,"kànwàng","visit","hsk5"
靠,"kào","lean","hsk5"
颗,"kē","pellet (measure word)","hsk5"
可靠,"kěkào","reliable","hsk5"
课程,"kèchéng","curriculum","hsk5"
克服,"kèfú","Overcome","hsk5"
刻苦,"kèkǔ","Hardworking","hsk5"
空间,"kōngjiān","space","hsk5"
空闲,"kòngxián","free","hsk5"
夸张,"kuāzhāng","exagerate","hsk5"
会计,"kuàijì","accountant","hsk5"
宽,"kuān","wide","hsk5"
昆虫,"kūnchóng","insect","hsk5"
拦,"lán","Stop","hsk5"
朗读,"lǎngdú","Reading aloud","hsk5"
劳驾,"láojià","Excuse me","hsk5"
老百姓,"lǎobǎixìng","Ordinary people","hsk5"
老实,"lǎoshi","honest","hsk5"
老婆,"lǎopó","wife","hsk5"
乐观,"lèguān","optimistic","hsk5"
雷,"léi","Thunder","hsk5"
类型,"lèixíng","type","hsk5"
冷淡,"lěngdàn","cool attitude","hsk5"
梨,"lí","pear","hsk5"
离婚,"líhūn","divorce","hsk5"
厘米,"límǐ","centimeter","hsk5"
立即,"lìjí","immediately","hsk5"
利润,"lìrùn","profit","hsk5"
利益,"lìyì","interest","hsk5"
连续,"liánxù","serial","hsk5"
恋爱,"liàn'ài","Love, in love","hsk5"
良好,"liánghǎo","good","hsk5"
粮食,"liángshi","foodstuff","hsk5"
亮,"liàng","bright","hsk5"
铃,"líng","bell","hsk5"
零件,"língjiàn","Spare parts","hsk5"
零食,"língshí","snacks","hsk5"
领导,"lǐngdǎo","Leader","hsk5"
流泪,"liúlèi","Shed tears","hsk5"
陆续,"lùxù","One after another","hsk5"
录音,"lùyīn","Sound recording","hsk5"
轮流,"lúnliú","take turns","hsk5"
逻辑,"luóji","logic","hsk5"
馒头,"mántou","Steamed buns","hsk5"
毛病,"máobìng","Trouble","hsk5"
矛盾,"máodùn","contradiction","hsk5"
贸易,"màoyì","Trade","hsk5"
媒体,"méitǐ","media","hsk5"
煤炭,"méitàn","coal","hsk5"
魅力,"mèilì","charm","hsk5"
梦想,"mèngxiǎng","Dream","hsk5"
蜜蜂,"mìfēng","honeybee","hsk5"
密切,"mìqiè","close","hsk5"
秘书,"mìshū","secretary","hsk5"
面积,"miànjī","The measure of area","hsk5"
描写,"miáoxiě","describe","hsk5"
敏感,"mǐngǎn","Sensitive","hsk5"
明星,"míngxīng","Star","hsk5"
名片,"míngpiàn","business card","hsk5"
命运,"mìngyùn","fate, destiny","hsk5"
模仿,"mófǎng","imitate","hsk5"
模特,"mótè","model","hsk5"
陌生,"mòshēng","strange","hsk5"
目前,"mùqián","at present","hsk5"
难怪,"nánguài","no wonder","hsk5"
内部,"nèibù","interior","hsk5"
嗯,"en","Well","hsk5"
念,"niàn","Read","hsk5"
浓,"nóng","strong","hsk5"
农民,"nóngmín","farmer","hsk5"
欧洲,"Ōuzhōu","Europe","hsk5"
偶然,"ǒurán","accidental","hsk5"
拍,"pāi","beat","hsk5"
盼望,"pànwàng","look forward to","hsk5"
培训,"péixùn","Train","hsk5"
佩服,"pèifu","Admire","hsk5"
盆,"pén","basin, pot","hsk5"
碰,"pèng","touch, meet","hsk5"
批,"pī","batch","hsk5"
批准,"pīzhǔn","Approval","hsk5"
疲劳,"píláo","fatigue","hsk5"
匹,"pǐ","Horse (meaure word)","hsk5"
片,"piàn","slice","hsk5"
飘,"piāo","Gone with the wind","hsk5"
频道,"píndào","channel","hsk5"
凭,"píng","By","hsk5"
平安,"píng'ān","sound and safe","hsk5"
平等,"píngděng","equality","hsk5"
平衡,"pínghéng","balance","hsk5"
平均,"píngjūn","Average","hsk5"
破产,"pòchǎn","bankruptcy","hsk5"
迫切,"pòqiè","urgent","hsk5"
期间,"qījiān","Period","hsk5"
其余,"qíyú","Rest","hsk5"
企业,"qǐyè","enterprise","hsk5"
前途,"qiántú","future","hsk5"
欠,"qiàn","owe","hsk5"
墙,"qiáng","wall","hsk5"
强烈,"qiángliè","strong","hsk5"
切,"qiē","cut","hsk5"
亲自,"qīnzì","personally","hsk5"
青,"qīng","young","hsk5"
青少年,"qīngshàonián","Teenagers","hsk5"
轻易,"qīngyì","easily","hsk5"
清淡,"qīngdàn","light","hsk5"
情景,"qíngjǐng","scene","hsk5"
情绪,"qíngxù","emotion","hsk5"
庆祝,"qìngzhù","Celebrate","hsk5"
娶,"qǔ","marry","hsk5"
取消,"qǔxiāo","cancel","hsk5"
圈,"quān","circle","hsk5"
全面,"quánmiàn","comprehensive","hsk5"
权利,"quánlì","right, interest","hsk5"
确定,"quèdìng","Determine","hsk5"
热烈,"rèliè","warm","hsk5"
人口,"rénkǒu","population","hsk5"
人民币,"rénmínbì","RMB","hsk5"
人事,"rénshì","Personnel matters","hsk5"
人员,"rényuán","personnel","hsk5"
日常,"rìcháng","daily","hsk5"
日期,"rìqī","Date","hsk5"
日子,"rìzi","life, days","hsk5"
如今,"rújīn","nowadays","hsk5"
软,"ruǎn","soft","hsk5"
弱,"ruò","weak","hsk5"
色彩,"sècǎi","color","hsk5"
杀,"shā","kill","hsk5"
沙漠,"shāmò","Desert","hsk5"
傻,"shǎ","silly","hsk5"
删除,"shānchú","delete","hsk5"
善良,"shànliáng","kind; virtuous","hsk5"
扇子,"shànzi","Fan","hsk5"
商业,"shāngyè","business","hsk5"
上当,"shàngdàng","When","hsk5"
蛇,"shé","snake","hsk5"
设备,"shèbèi","equipment","hsk5"
设施,"shèshī","facilities","hsk5"
射击,"shèjī","Shooting","hsk5"
身材,"shēncái","figure","hsk5"
神话,"shénhuà","Myth","hsk5"
升,"shēng","rise","hsk5"
生产,"shēngchǎn","production","hsk5"
声调,"shēngdiào","Tone","hsk5"
绳子,"shéngzi","Rope","hsk5"
省略,"shěnglüè","ellipsis","hsk5"
胜利,"shènglì","victory","hsk5"
失去,"shīqù","Lose","hsk5"
失业,"shīyè","Unemployment","hsk5"
湿润,"shīrùn","Moist","hsk5"
时差,"shíchā","time difference","hsk5"
时刻,"shíkè","time","hsk5"
时期,"shíqī","period","hsk5"
实话,"shíhuà","The truth","hsk5"
实践,"shíjiàn","practice","hsk5"
实现,"shíxiàn","Realization","hsk5"
实用,"shíyòng","Practical","hsk5"
食物,"shíwù","food","hsk5"
士兵,"shìbīng","soldiers","hsk5"
似的,"shìde","Likely","hsk5"
事实,"shìshí","Fact","hsk5"
事先,"shìxiān","Prior","hsk5"
收获,"shōuhuò","Harvest","hsk5"
手套,"shǒutào","glove","hsk5"
手指,"shǒuzhǐ","finger","hsk5"
蔬菜,"shūcài","Vegetables","hsk5"
舒适,"shūshì","Comfortable","hsk5"
梳子,"shūzi","comb","hsk5"
属于,"shǔyú","belong to","hsk5"
数,"shǔ","to count","hsk5"
甩,"shuǎi","Rejection","hsk5"
说不定,"shuōbudìng","maybe","hsk5"
撕,"sī","tear","hsk5"
丝毫,"sīháo","A bit","hsk5"
思考,"sīkǎo","Reflection","hsk5"
私人,"sīrén","private","hsk5"
搜索,"sōusuǒ","search","hsk5"
宿舍,"sùshè","dormitory","hsk5"
随时,"suíshí","at any time","hsk5"
随手,"suíshǒu","Readily","hsk5"
缩短,"suōduǎn","Shorten","hsk5"
所,"suǒ","place","hsk5"
太太,"tàitai","Ma'am","hsk5"
谈判,"tánpàn","negotiation","hsk5"
坦率,"tǎnshuài","frank","hsk5"
烫,"tàng","Hot","hsk5"
桃,"táo","peach","hsk5"
逃避,"táobì","escape","hsk5"
特殊,"tèshū","special","hsk5"
特征,"tèzhēng","Features","hsk5"
疼爱,"téng'ài","Love dearly","hsk5"
提纲,"tígāng","outline","hsk5"
提问,"tíwèn","Put questions to","hsk5"
体会,"tǐhuì","Experience","hsk5"
体现,"tǐxiàn","Reflect","hsk5"
调皮,"tiáopí","naughty","hsk5"
挑战,"tiǎozhàn","challenge","hsk5"
痛苦,"tòngkǔ","Pain","hsk5"
投入,"tóurù","put into","hsk5"
透明,"tòumíng","transparent","hsk5"
土地,"tǔdì","land","hsk5"
吐,"tù","spit","hsk5"
团,"tuán","group","hsk5"
推广,"tuīguǎng","Extension","hsk5"
退步,"tuìbù","Backward","hsk5"
歪,"wāi","Crooked","hsk5"
外交,"wàijiāo","International Relations","hsk5"
完美,"wánměi","perfect","hsk5"
完善,"wánshàn","perfect","hsk5"
王子,"wángzǐ","prince","hsk5"
往返,"wǎngfǎn","Return","hsk5"
网络,"wǎngluò","network","hsk5"
危害,"wēihài","Harm","hsk5"
微笑,"wēixiào","Smile","hsk5"
违反,"wéifǎn","Violation","hsk5"
围巾,"wéijīn","scarf","hsk5"
唯一,"wéiyī","Only","hsk5"
伟大,"wěidà","great","hsk5"
胃口,"wèikǒu","Appetite","hsk5"
位置,"wèizhì","position","hsk5"
未来,"wèilái","Future","hsk5"
温暖,"wēnnuǎn","warm","hsk5"
闻,"wén","smell","hsk5"
文件,"wénjiàn","file","hsk5"
文明,"wénmíng","civilization","hsk5"
文字,"wénzì","writing, character","hsk5"
吻,"wěn","kiss","hsk5"
握手,"wòshǒu","Handshake","hsk5"
屋子,"wūzi","House","hsk5"
无奈,"wúnài","have no choice","hsk5"
无所谓,"wúsuǒwèi","cannot be designated as","hsk5"
武术,"wǔshù","A martial art","hsk5"
雾,"wù","Fog","hsk5"
物理,"wùlǐ","Physics","hsk5"
吸收,"xīshōu","absorb","hsk5"
系,"xì","department","hsk5"
细节,"xìjié","details","hsk5"
瞎,"xiā","blind","hsk5"
鲜艳,"xiānyàn","Colorful","hsk5"
显得,"xiǎnde","Appear, seem","hsk5"
显示,"xiǎnshì","display","hsk5"
现代,"xiàndài","modern","hsk5"
现实,"xiànshí","reality","hsk5"
限制,"xiànzhì","limit","hsk5"
相处,"xiāngchǔ","Get along with","hsk5"
相对,"xiāngduì","Relative","hsk5"
相关,"xiāngguān","correlate","hsk5"
想象,"xiǎngxiàng","imagine","hsk5"
项,"xiàng","term","hsk5"
项目,"xiàngmù","project","hsk5"
象棋,"xiàngqí","Xiangqi","hsk5"
消费,"xiāofèi","consumption","hsk5"
消化,"xiāohuà","Digestion","hsk5"
销售,"xiāoshòu","Sale","hsk5"
小麦,"xiǎomài","Wheat","hsk5"
效率,"xiàolǜ","efficiency","hsk5"
歇,"xiē","Rest","hsk5"
欣赏,"xīnshǎng","Appreciate","hsk5"
信号,"xìnhào","signal","hsk5"
行动,"xíngdòng","Get some action","hsk5"
行人,"xíngrén","pedestrian","hsk5"
形成,"xíngchéng","formation","hsk5"
形式,"xíngshì","form","hsk5"
形象,"xíngxiàng","image","hsk5"
性质,"xìngzhì","Nature","hsk5"
幸亏,"xìngkuī","Thanks","hsk5"
胸,"xiōng","chest","hsk5"
修改,"xiūgǎi","modify","hsk5"
休闲,"xiūxián","Leisure time","hsk5"
叙述,"xùshù","Narration","hsk5"
宣传,"xuānchuán","Propaganda","hsk5"
学历,"xuélì","education degree","hsk5"
学问,"xuéwen","knowledge","hsk5"
血,"xuè","blood","hsk5"
寻找,"xúnzhǎo","Seek, look for","hsk5"
迅速,"xùnsù","rapid","hsk5"
延长,"yáncháng","extend","hsk5"
严肃,"yánsù","serious","hsk5"
演讲,"yǎnjiǎng","speech","hsk5"
阳台,"yángtái","balcony","hsk5"
摇,"yáo","shake","hsk5"
要不,"yàobù","Or","hsk5"
业务,"yèwù","business","hsk5"
一辈子,"yíbèizi","A lifetime","hsk5"
一律,"yílǜ","all and singular","hsk5"
移动,"yídòng","move","hsk5"
遗憾,"yíhàn","pity","hsk5"
乙,"yǐ","second in order","hsk5"
以及,"yǐjí","as well as","hsk5"
亿,"yì","Billion","hsk5"
意义,"yìyì","Significance","hsk5"
因而,"yīn'ér","thus","hsk5"
银,"yín","silver","hsk5"
印刷,"yìnshuā","printing","hsk5"
英雄,"yīngxióng","Hero","hsk5"
迎接,"yíngjiē","meet, welcome","hsk5"
营业,"yíngyè","Do business","hsk5"
影子,"yǐngzi","shadow","hsk5"
硬件,"yìngjiàn","Hardware","hsk5"
拥抱,"yōngbào","embrace","hsk5"
用途,"yòngtú","purpose","hsk5"
优美,"yōuměi","Graceful","hsk5"
游览,"yóulǎn","visit","hsk5"
犹豫,"yóuyù","hesitate","hsk5"
幼儿园,"yòu'éryuán","Kindergarten","hsk5"
与其,"yǔqí","Rather than","hsk5"
语气,"yǔqì","tone","hsk5"
预订,"yùdìng","book; subscribe for","hsk5"
玉米,"yùmǐ","Corn","hsk5"
原料,"yuánliào","raw material","hsk5"
原则,"yuánzé","Principle","hsk5"
乐器,"yuèqì","instrument","hsk5"
运输,"yùnshū","transport","hsk5"
在于,"zàiyú","rest with","hsk5"
赞美,"zànměi","Praise","hsk5"
则,"zé","be","hsk5"
摘,"zhāi","pick","hsk5"
粘贴,"zhāntiē","paste","hsk5"
展览,"zhǎnlǎn","exhibition","hsk5"
占,"zhàn","occupy","hsk5"
战争,"zhànzhēng","War","hsk5"
长辈,"zhǎngbèi","Elder","hsk5"
涨,"zhǎng","rise","hsk5"
招待,"zhāodài","Entertain","hsk5"
着火,"zháohuǒ","on fire","hsk5"
着凉,"zháoliáng","get cold","hsk5"
召开,"zhàokāi","convene","hsk5"
照常,"zhàocháng","as usual","hsk5"
哲学,"zhéxué","Philosophy","hsk5"
真实,"zhēnshí","real","hsk5"
针对,"zhēnduì","aim at","hsk5"
诊断,"zhěnduàn","Diagnosis","hsk5"
振动,"zhèndòng","Vibration","hsk5"
争论,"zhēnglùn","debate","hsk5"
征求,"zhēngqiú","ask for","hsk5"
整体,"zhěngtǐ","Whole","hsk5"
政治,"zhèngzhì","Politics","hsk5"
证据,"zhèngjù","evidence","hsk5"
挣,"zhèng","earn, make","hsk5"
直,"zhí","straight","hsk5"
执照,"zhízhào","License","hsk5"
指挥,"zhǐhuī","command","hsk5"
制度,"zhìdù","system","hsk5"
制作,"zhìzuò","Make","hsk5"
至今,"zhìjīn","so far","hsk5"
至于,"zhìyú","As for","hsk5"
治疗,"zhìliáo","Treatment","hsk5"
志愿者,"zhìyuànzhě","Volunteer","hsk5"
中心,"zhōngxīn","core","hsk5"
种类,"zhǒnglèi","type","hsk5"
重大,"zhòngdà","significant","hsk5"
重量,"zhòngliàng","weight","hsk5"
猪,"zhū","pig","hsk5"
逐渐,"zhújiàn","gradually","hsk5"
煮,"zhǔ","cook","hsk5"
主动,"zhǔdòng","active","hsk5"
主人,"zhǔrén","master","hsk5"
主席,"zhǔxí","Chairman","hsk5"
主张,"zhǔzhāng","opinion","hsk5"
祝福,"zhùfú","blessing","hsk5"
注册,"zhùcè","register","hsk5"
抓紧,"zhuājǐn","Pay close attention to, grasp","hsk5"
转变,"zhuǎnbiàn","change","hsk5"
装饰,"zhuāngshì","decorate","hsk5"
撞,"zhuàng","Hit","hsk5"
状态,"zhuàngtài","state","hsk5"
追求,"zhuīqiú","Pursuit","hsk5"
资金,"zījīn","capital","hsk5"
资源,"zīyuán","Resources","hsk5"
咨询,"zīxún","Consultation","hsk5"
字母,"zìmǔ","Letter","hsk5"
自从,"zìcóng","Since","hsk5"
自豪,"zìháo","Proud","hsk5"
自觉,"zìjué","Conscious","hsk5"
自私,"zìsī","selfish","hsk5"
自愿,"zìyuàn","voluntarily","hsk5"
总裁,"zǒngcái","CEO","hsk5"
总统,"zǒngtǒng","President","hsk5"
组,"zǔ","group","hsk5"
组合,"zǔhé","combination","hsk5"
阻止,"zǔzhǐ","prevent","hsk5"
醉,"zuì","drunk","hsk5"
最初,"zuìchū","First, at the beginning","hsk5"
尊敬,"zūnjìng","respect","hsk5"
遵守,"zūnshǒu","comply with","hsk5"
作品,"zuòpǐn","works","hsk5"
作为,"zuòwéi","As","hsk5"
